customer_id,customer_type,first_transaction,last_transaction,transaction_count,total_amount,avg_amount
924,regular,2023-04-25,2024-06-04,7,342.83,48.98
925,regular,2023-02-07,2024-11-11,6,308.76,51.46
926,regular,2023-01-07,2024-10-25,14,958.25,68.45
927,regular,2023-07-31,2024-07-04,5,238.27,47.65
928,regular,2024-11-06,2024-11-21,2,82.42,41.21
929,regular,2023-01-23,2024-09-16,6,426.85,71.14
930,premium,2023-01-31,2024-11-21,19,2808.52,147.82
931,premium,2023-01-31,2024-10-27,20,3414.39,170.72
932,regular,2023-04-18,2024-02-08,3,115.21,38.4
933,regular,2023-06-03,2024-11-15,8,216.61,27.08
934,premium,2023-01-04,2024-11-12,15,2603.36,173.56
935,regular,2023-07-20,2024-11-18,3,196.2,65.4
936,regular,2024-03-02,2024-05-24,2,78.48,39.24
937,regular,2023-08-12,2024-08-09,4,313.46,78.37
938,regular,2023-02-20,2024-07-08,8,197.55,24.69
939,premium,2023-01-14,2024-10-21,27,2792.95,103.44
940,regular,2023-03-02,2024-11-19,8,418.09,52.26
941,regular,2023-01-12,2023-10-29,5,363.69,72.74
942,regular,2023-04-30,2024-11-22,12,632.79,52.73
943,vip,2023-01-11,2024-09-05,35,16125.11,460.72
944,premium,2023-05-01,2024-11-21,20,2875.98,143.8
945,regular,2023-02-15,2024-11-10,13,928.02,71.39
946,regular,2023-04-14,2024-06-14,6,223.28,37.21
947,regular,2023-07-28,2024-08-30,4,43.34,10.84
948,regular,2023-12-09,2024-09-18,5,253.17,50.63
949,regular,2023-01-30,2024-09-03,4,229.04,57.26
950,regular,2023-02-01,2024-06-28,6,348.03,58.01
951,regular,2023-01-22,2024-06-03,6,474.93,79.16
952,regular,2023-04-01,2024-10-01,6,416.4,69.4
953,regular,2023-01-05,2024-04-16,4,235.59,58.9
954,regular,2023-01-04,2024-06-23,3,132.99,44.33
955,premium,2023-01-15,2024-11-09,21,3258.16,155.15
956,regular,2023-05-18,2024-10-15,9,394.22,43.8
957,premium,2023-01-26,2024-09-08,21,3159.66,150.46
958,premium,2023-01-03,2024-10-19,12,1985.78,165.48
959,regular,2023-06-07,2024-10-20,9,517.39,57.49
960,regular,2023-03-30,2024-08-27,7,436.54,62.36
961,premium,2023-01-18,2024-11-17,26,4968.87,191.11
962,regular,2023-06-06,2024-11-02,9,600.92,66.77
963,premium,2023-01-25,2024-10-11,20,2642.72,132.14
964,regular,2023-02-26,2024-10-08,6,262.3,43.72
965,premium,2023-05-07,2024-11-20,15,2093.74,139.58
966,regular,2023-01-26,2024-10-09,6,226.01,37.67
967,regular,2023-04-27,2024-11-24,10,635.77,63.58
968,premium,2023-02-25,2024-09-28,23,2150.5,93.5
969,regular,2023-03-02,2024-02-03,4,103.6,25.9
970,regular,2023-06-09,2024-10-22,6,295.12,49.19
971,regular,2023-07-26,2024-09-10,12,603.04,50.25
972,regular,2023-03-14,2024-07-07,6,295.18,49.2
973,regular,2023-05-29,2024-04-13,3,217.28,72.43
974,regular,2023-04-20,2024-11-18,7,409.21,58.46
975,premium,2023-03-29,2024-11-25,23,2179.39,94.76
976,regular,2023-10-17,2024-11-16,5,291.67,58.33
977,premium,2023-02-18,2024-09-24,18,3064.05,170.22
978,regular,2023-06-07,2024-10-06,5,313.47,62.69
979,regular,2023-10-16,2024-10-04,8,237.22,29.65
980,regular,2023-04-09,2024-01-05,3,94.96,31.65
981,regular,2023-03-26,2024-10-05,5,366.84,73.37
982,regular,2023-01-12,2024-10-28,9,431.99,48.0
983,regular,2023-03-14,2024-05-30,8,433.57,54.2
984,regular,2023-07-29,2024-03-04,2,72.76,36.38
985,premium,2023-03-13,2024-11-24,19,5008.47,263.6
986,regular,2023-04-17,2024-09-25,4,202.09,50.52
987,regular,2023-12-23,2024-11-03,8,673.65,84.21
988,regular,2023-04-29,2024-08-21,4,165.66,41.42
989,regular,2023-01-16,2024-05-28,3,128.49,42.83
990,regular,2023-05-03,2024-08-26,6,294.68,49.11
991,vip,2023-01-08,2024-11-25,41,18607.85,453.85
992,regular,2023-07-08,2024-09-18,5,201.0,40.2
993,regular,2023-02-21,2024-10-19,8,520.31,65.04
994,premium,2023-02-02,2024-10-17,21,2982.9,142.04
995,regular,2023-06-14,2024-08-30,6,474.14,79.02
996,regular,2023-04-14,2024-03-29,5,215.64,43.13
997,regular,2023-04-25,2024-10-27,7,399.87,57.12
998,regular,2023-01-17,2024-08-28,5,331.76,66.35
999,premium,2023-02-09,2024-10-10,16,2744.98,171.56
1000,regular,2023-03-09,2024-08-10,9,617.65,68.63
1001,regular,2023-01-30,2024-08-19,5,276.23,55.25
1002,regular,2023-04-27,2024-07-13,6,172.72,28.79
1003,regular,2023-01-19,2024-09-18,10,505.71,50.57
1004,regular,2023-01-05,2024-11-15,14,1063.62,75.97
1005,regular,2023-07-30,2024-03-20,4,100.26,25.06
1006,premium,2023-04-06,2024-10-31,22,2933.02,133.32
1007,regular,2023-03-12,2024-11-19,4,271.81,67.95
1008,premium,2023-06-03,2024-10-07,15,2595.43,173.03
1009,regular,2023-02-25,2024-10-08,7,396.85,56.69
1010,premium,2023-01-10,2024-11-01,20,3231.5,161.58
1011,regular,2023-03-25,2024-08-09,4,284.63,71.16
1012,regular,2023-03-31,2024-05-27,5,302.65,60.53
1013,regular,2023-03-27,2024-10-12,6,294.9,49.15
1014,regular,2023-04-14,2024-07-04,4,176.9,44.23
1015,regular,2023-04-10,2024-08-23,6,534.53,89.09
1016,premium,2023-03-17,2024-11-13,10,1218.31,121.83
1017,regular,2023-06-07,2024-05-08,2,52.45,26.23
1018,premium,2023-01-18,2024-11-03,17,3187.07,187.47
1019,regular,2023-05-12,2024-03-21,4,331.9,82.97
1020,regular,2023-05-17,2024-10-19,8,464.66,58.08
1021,premium,2023-01-10,2024-09-17,14,2777.17,198.37
1022,regular,2023-06-28,2024-07-03,4,186.02,46.5
1023,regular,2023-06-27,2024-11-06,7,396.22,56.6
1024,regular,2024-01-12,2024-09-27,7,479.97,68.57
1025,regular,2023-01-17,2024-04-19,5,222.14,44.43
1026,premium,2023-02-06,2024-10-04,20,2471.47,123.57
1027,regular,2023-03-07,2024-08-21,4,224.25,56.06
1028,regular,2023-01-10,2024-11-13,8,640.04,80.01
1029,premium,2023-02-15,2024-11-26,19,1306.4,68.76
1030,regular,2023-08-30,2024-07-15,6,162.04,27.01
1031,regular,2023-05-20,2024-10-05,6,205.15,34.19
1032,regular,2023-01-17,2024-04-17,4,182.22,45.56
1033,regular,2023-04-09,2024-10-12,6,226.44,37.74
1034,regular,2023-01-08,2024-08-25,11,648.15,58.92
1035,premium,2023-01-25,2024-09-21,26,1605.8,61.76
1036,regular,2023-11-14,2024-11-21,5,227.33,45.47
1037,vip,2023-01-14,2024-10-31,44,11454.43,260.33
1038,regular,2023-02-02,2024-09-04,6,368.79,61.46
1039,regular,2023-05-11,2024-07-18,3,202.22,67.41
1040,regular,2023-10-22,2024-11-22,4,141.41,35.35
1041,premium,2023-01-04,2024-11-22,19,2943.15,154.9
1042,regular,2023-01-21,2023-12-02,5,133.54,26.71
1043,regular,2023-03-18,2024-10-11,4,119.0,29.75
1044,premium,2023-03-23,2024-11-06,19,4118.45,216.76
1045,premium,2023-01-19,2024-11-11,13,2070.71,159.29
1046,vip,2023-01-03,2024-10-21,37,21517.84,581.56
1047,regular,2024-02-18,2024-10-01,5,171.94,34.39
1048,premium,2023-01-08,2024-08-16,19,3153.85,165.99
1049,premium,2023-01-19,2024-10-31,26,3391.37,130.44
1050,regular,2023-09-29,2024-11-18,3,141.82,47.27
1051,regular,2023-03-14,2024-09-04,8,341.24,42.65
1052,regular,2023-03-23,2024-08-26,6,323.99,54.0
1053,regular,2023-01-08,2024-11-10,7,263.71,37.67
1054,regular,2023-09-27,2024-10-07,5,357.92,71.58
1055,premium,2023-01-02,2024-11-23,19,2803.26,147.54
1056,premium,2023-02-14,2024-11-21,22,1210.25,55.01
1057,regular,2023-02-11,2024-07-16,6,249.84,41.64
1058,regular,2023-04-01,2024-05-10,7,481.62,68.8
1059,regular,2023-05-13,2024-10-24,9,507.34,56.37
1060,regular,2023-06-15,2024-04-10,3,121.71,40.57
1061,regular,2023-02-22,2024-09-20,6,207.02,34.5
1062,regular,2023-01-12,2024-10-29,5,330.57,66.11
1063,premium,2023-01-29,2024-10-02,21,2662.99,126.81
1064,regular,2023-09-19,2024-11-05,5,175.49,35.1
1065,regular,2023-03-30,2024-09-22,4,286.13,71.53
1066,premium,2023-01-06,2024-08-19,18,2443.54,135.75
1067,premium,2023-01-19,2024-11-19,22,3605.57,163.89
1068,regular,2023-12-08,2024-06-22,7,470.47,67.21
1069,regular,2023-01-30,2024-10-06,7,167.67,23.95
1070,premium,2023-01-13,2024-10-01,13,1960.49,150.81
1071,premium,2023-02-11,2024-11-06,19,1768.92,93.1
1072,premium,2023-02-09,2024-10-30,15,2648.21,176.55
1073,vip,2023-01-03,2024-10-24,39,17435.03,447.05
1074,regular,2023-02-09,2024-10-28,12,484.52,40.38
1075,regular,2023-04-03,2024-05-27,8,341.82,42.73
1076,premium,2023-01-13,2024-10-14,16,2966.88,185.43
1077,regular,2023-01-31,2024-07-20,6,492.63,82.11
1078,regular,2024-01-10,2024-09-10,3,87.9,29.3
1079,premium,2023-03-29,2024-09-29,29,5172.73,178.37
1080,regular,2023-06-18,2024-10-30,7,409.46,58.49
1081,premium,2023-01-06,2024-10-14,17,2873.54,169.03
1082,regular,2023-05-20,2024-08-15,4,189.75,47.44
1083,regular,2023-02-13,2024-09-17,7,321.67,45.95
1084,premium,2023-01-07,2024-10-06,22,2194.07,99.73
1085,regular,2023-09-12,2024-03-14,3,183.01,61.0
1086,regular,2023-01-11,2024-02-20,7,336.44,48.06
1087,regular,2023-02-18,2024-09-30,7,156.01,22.29
1088,regular,2023-01-08,2024-10-15,4,213.68,53.42
1089,premium,2023-02-01,2024-11-23,22,2424.84,110.22
1090,regular,2023-04-05,2024-05-27,7,306.89,43.84
1091,premium,2023-01-08,2024-11-17,15,1971.68,131.45
1092,regular,2023-02-19,2024-11-07,8,495.43,61.93
1093,vip,2023-01-06,2024-11-07,48,26030.43,542.3
1094,regular,2023-03-10,2024-05-01,5,179.3,35.86
1095,regular,2023-01-22,2024-03-18,5,173.5,34.7
1096,premium,2023-01-07,2024-09-27,23,4385.96,190.69
1097,premium,2023-01-11,2024-11-23,20,2968.06,148.4
1098,regular,2023-11-03,2024-10-01,6,440.68,73.45
1099,regular,2023-04-08,2024-06-22,4,211.12,52.78
1100,regular,2023-11-15,2024-09-22,6,402.71,67.12
1101,regular,2023-01-11,2024-10-15,3,171.0,57.0
1102,premium,2023-01-13,2024-11-16,18,3652.55,202.92
1103,regular,2023-09-20,2024-08-23,5,163.75,32.75
1104,regular,2023-01-05,2024-06-02,5,348.7,69.74
1105,regular,2023-03-15,2024-09-28,8,267.78,33.47
1106,regular,2023-02-22,2024-03-21,8,536.36,67.05
1107,regular,2023-03-31,2024-06-16,6,198.85,33.14
1108,regular,2023-02-16,2024-07-11,7,345.83,49.4
1109,regular,2023-01-05,2024-06-26,8,383.73,47.97
1110,regular,2023-01-23,2024-09-29,4,389.81,97.45
1111,regular,2023-02-05,2024-07-29,5,319.72,63.94
1112,premium,2023-03-18,2024-10-19,26,4956.3,190.63
1113,premium,2023-01-17,2024-09-21,23,2140.05,93.05
1114,regular,2023-03-07,2024-10-07,11,566.23,51.48
1115,regular,2023-04-03,2024-11-12,5,156.25,31.25
1116,regular,2023-03-07,2024-01-24,3,52.01,17.34
1117,regular,2023-02-23,2024-11-25,4,241.54,60.39
1118,premium,2023-01-16,2024-11-10,20,2982.32,149.12
1119,premium,2023-01-25,2024-10-11,26,3629.81,139.61
1120,regular,2023-03-19,2024-11-24,5,325.1,65.02
1121,regular,2023-01-28,2024-10-02,7,301.2,43.03
1122,regular,2023-06-05,2024-09-03,6,442.16,73.69
1123,vip,2023-01-07,2024-10-31,44,22612.52,513.92
1124,regular,2023-01-24,2024-08-08,7,381.47,54.5
1125,premium,2023-02-03,2024-10-22,22,3278.31,149.01
1126,regular,2023-12-28,2023-12-28,1,46.65,46.65
1127,regular,2023-08-29,2024-11-10,4,171.5,42.88
1128,regular,2023-02-22,2024-09-25,4,120.72,30.18
1129,regular,2023-01-17,2024-10-07,7,281.42,40.2
1130,regular,2023-08-21,2024-08-21,7,411.77,58.82
1131,regular,2023-11-24,2024-07-31,3,93.58,31.19
1132,regular,2023-03-16,2024-08-26,6,248.25,41.38
1133,regular,2023-01-25,2024-10-22,13,748.61,57.59
1134,regular,2023-08-12,2024-08-08,7,277.72,39.67
1135,regular,2023-02-14,2024-11-20,5,119.59,23.92
1136,regular,2023-02-04,2024-10-19,8,231.57,28.95
1137,regular,2023-05-26,2024-10-23,7,280.31,40.04
1138,regular,2023-06-20,2024-10-23,5,396.44,79.29
1139,regular,2023-03-01,2024-08-06,5,235.4,47.08
1140,regular,2023-01-28,2024-10-08,4,198.46,49.62
1141,regular,2023-04-29,2024-03-31,5,244.83,48.97
1142,premium,2023-01-27,2024-10-21,14,2561.78,182.98
1143,premium,2023-01-07,2024-09-18,21,4481.6,213.41
1144,premium,2023-01-12,2024-11-15,14,1694.55,121.04
1145,regular,2023-03-28,2024-05-06,4,151.53,37.88
1146,regular,2023-06-05,2024-06-01,5,159.07,31.81
1147,regular,2023-01-10,2024-10-15,12,543.49,45.29
1148,premium,2023-03-05,2024-11-16,20,2816.87,140.84
1149,premium,2023-04-08,2024-10-24,25,4104.69,164.19
1150,regular,2023-10-09,2024-03-05,3,157.12,52.37
1151,regular,2023-02-09,2024-07-18,8,372.47,46.56
1152,regular,2023-03-04,2024-10-26,10,436.47,43.65
1153,premium,2023-03-24,2024-11-15,18,1816.37,100.91
1154,regular,2023-05-16,2024-10-31,10,453.84,45.38
1155,regular,2023-02-02,2024-10-29,10,539.07,53.91
1156,vip,2023-01-11,2024-11-23,40,20358.66,508.97
1157,premium,2023-01-09,2024-10-19,18,2224.1,123.56
1158,regular,2023-01-24,2024-10-10,3,232.86,77.62
1159,premium,2023-03-26,2024-11-18,23,4314.45,187.58
1160,regular,2023-07-24,2024-08-19,5,234.0,46.8
1161,premium,2023-02-18,2024-11-16,23,3335.74,145.03
1162,regular,2023-01-14,2024-11-06,4,263.34,65.84
1163,regular,2023-04-29,2024-09-17,3,135.03,45.01
1164,premium,2023-01-21,2024-07-27,23,4092.46,177.93
1165,regular,2023-03-16,2024-09-18,10,515.69,51.57
1166,regular,2024-05-23,2024-11-19,5,156.28,31.26
1167,regular,2023-09-21,2024-11-18,5,229.83,45.97
1168,regular,2023-03-04,2024-10-29,6,349.08,58.18
1169,premium,2023-01-06,2024-11-25,17,2137.78,125.75
1170,regular,2023-02-23,2024-06-18,5,288.13,57.63
1171,premium,2023-03-04,2024-09-04,21,3935.8,187.42
1172,premium,2023-02-06,2024-11-22,14,1873.42,133.82
1173,regular,2024-03-07,2024-08-09,2,109.76,54.88
1174,regular,2023-11-03,2024-10-28,4,109.39,27.35
1175,regular,2023-07-17,2024-03-15,5,187.98,37.6
1176,vip,2023-01-14,2024-11-02,34,20966.72,616.67
1177,premium,2023-04-02,2024-09-29,24,3305.91,137.75
1178,regular,2023-09-19,2024-11-22,5,428.38,85.68
1179,regular,2023-01-07,2024-03-17,8,728.74,91.09
1180,regular,2023-02-12,2024-11-13,3,181.29,60.43
1181,regular,2023-03-04,2024-10-11,5,146.5,29.3
1182,regular,2023-02-08,2024-09-11,2,127.52,63.76
1183,vip,2023-01-11,2024-11-03,43,16436.86,382.25
1184,premium,2023-03-01,2024-11-14,19,3587.72,188.83
1185,regular,2023-04-06,2024-06-09,6,330.93,55.16
1186,regular,2023-03-27,2024-08-03,6,254.27,42.38
1187,regular,2023-02-02,2024-03-14,7,453.91,64.84
1188,regular,2024-04-01,2024-10-01,4,177.01,44.25
1189,premium,2023-02-01,2024-11-07,23,3378.53,146.89
1190,regular,2023-02-06,2024-11-12,7,118.26,16.89
1191,regular,2023-03-12,2024-07-30,3,259.47,86.49
1192,premium,2023-02-10,2024-09-06,25,4165.68,166.63
1193,regular,2023-02-12,2024-09-09,9,394.2,43.8
1194,regular,2024-03-21,2024-10-16,3,163.99,54.66
1195,regular,2023-04-05,2023-12-12,4,295.95,73.99
1196,regular,2023-01-08,2024-08-19,5,227.88,45.58
1197,regular,2023-06-04,2024-09-09,7,168.18,24.03
1198,vip,2023-01-27,2024-11-21,48,24370.15,507.71
1199,regular,2023-01-06,2024-07-04,5,257.52,51.5
1200,regular,2023-05-14,2024-09-15,6,332.86,55.48
1201,premium,2023-01-08,2024-09-25,29,3341.92,115.24
1202,regular,2023-02-20,2024-05-28,5,241.97,48.39
1203,regular,2023-01-16,2024-09-06,8,280.77,35.1
1204,regular,2023-02-08,2024-06-12,7,466.88,66.7
1205,premium,2023-02-08,2024-09-14,20,2793.8,139.69
1206,premium,2023-03-22,2024-10-12,17,2937.5,172.79
1207,regular,2023-03-12,2024-05-18,7,346.46,49.49
1208,regular,2023-01-09,2024-08-05,8,451.01,56.38
1209,regular,2023-10-09,2024-09-23,9,508.25,56.47
1210,regular,2023-01-05,2024-10-04,4,210.74,52.69
1211,regular,2023-05-04,2024-09-23,7,352.98,50.43
1212,premium,2023-02-17,2024-10-22,22,2786.77,126.67
1213,regular,2023-08-01,2024-07-11,3,195.19,65.06
1214,premium,2023-02-04,2024-08-28,16,2797.46,174.84
1215,premium,2023-01-16,2024-09-21,23,3667.2,159.44
1216,regular,2023-02-08,2024-09-21,10,252.2,25.22
1217,premium,2023-06-07,2024-11-10,19,3647.86,191.99
1218,premium,2023-01-03,2024-11-11,20,4720.67,236.03
1219,regular,2023-03-08,2024-08-04,4,297.92,74.48
1220,premium,2023-01-18,2024-10-14,24,3732.24,155.51
1221,regular,2023-06-04,2024-06-30,7,326.94,46.71
1222,premium,2023-01-21,2024-11-13,17,2061.28,121.25
1223,regular,2023-05-02,2024-08-02,5,216.67,43.33
1224,regular,2023-05-09,2024-09-16,4,109.26,27.31
1225,regular,2023-01-26,2024-10-15,8,410.84,51.35
1226,regular,2023-02-26,2024-11-12,4,182.34,45.58
1227,regular,2023-09-10,2024-11-10,4,121.39,30.35
1228,premium,2023-01-08,2024-06-17,17,2478.44,145.79
1229,regular,2023-02-05,2024-09-18,9,529.74,58.86
1230,regular,2023-08-09,2024-02-12,4,81.56,20.39
1231,vip,2023-01-27,2024-11-21,52,26632.85,512.17
1232,premium,2023-02-10,2024-10-30,17,1765.47,103.85
1233,regular,2023-01-31,2024-07-17,10,529.77,52.98
1234,premium,2023-01-04,2024-11-20,18,3231.04,179.5
1235,regular,2023-01-22,2023-11-14,4,139.03,34.76
1236,regular,2023-02-07,2024-11-10,8,516.32,64.54
1237,premium,2023-01-11,2024-10-31,18,2439.45,135.53
1238,regular,2023-01-19,2024-10-12,14,325.83,23.27
1239,regular,2023-02-13,2024-04-27,6,362.18,60.36
1240,regular,2023-03-02,2024-11-24,10,563.69,56.37
1241,vip,2023-01-10,2024-11-12,37,21531.42,581.93
1242,regular,2023-05-17,2024-07-12,6,290.51,48.42
1243,regular,2024-03-27,2024-08-19,5,205.61,41.12
1244,premium,2023-01-22,2024-10-01,16,2689.12,168.07
1245,premium,2023-01-14,2024-11-19,21,2145.14,102.15
1246,regular,2023-02-14,2024-03-07,6,201.44,33.57
1247,regular,2023-07-15,2024-10-03,5,155.21,31.04
1248,premium,2023-01-03,2024-10-10,19,2542.7,133.83
1249,regular,2023-05-08,2024-10-13,9,588.56,65.4
1250,regular,2023-02-14,2024-10-22,8,228.71,28.59
1251,regular,2023-06-23,2024-10-10,6,245.92,40.99
1252,premium,2023-02-18,2024-09-20,18,2168.29,120.46
1253,regular,2023-01-25,2024-04-08,3,109.07,36.36
1254,regular,2023-08-20,2024-08-17,5,101.39,20.28
1255,regular,2023-07-30,2024-09-07,6,293.88,48.98
1256,regular,2023-01-09,2024-10-03,9,377.63,41.96
1257,regular,2023-10-28,2024-07-19,4,105.76,26.44
1258,regular,2023-01-18,2024-10-23,8,245.73,30.72
1259,regular,2023-10-13,2023-11-24,2,23.55,11.77
1260,regular,2023-04-03,2024-10-04,6,297.53,49.59
1261,regular,2023-04-10,2024-10-28,7,400.46,57.21
1262,regular,2023-01-18,2024-09-13,5,270.55,54.11
1263,regular,2023-01-14,2024-10-20,10,511.24,51.12
1264,premium,2023-02-15,2024-08-08,15,2413.77,160.92
1265,regular,2023-03-31,2024-11-20,7,235.95,33.71
1266,premium,2023-02-08,2024-11-16,19,3602.41,189.6
1267,regular,2023-01-08,2024-09-27,10,720.14,72.01
1268,regular,2023-05-14,2024-11-08,7,150.95,21.56
1269,vip,2023-01-13,2024-11-15,34,16288.58,479.08
1270,premium,2023-01-21,2024-09-10,15,2657.76,177.18
1271,premium,2023-01-22,2024-09-23,19,2806.69,147.72
1272,premium,2023-01-07,2024-07-14,19,3716.19,195.59
1273,regular,2023-11-06,2024-09-03,6,517.48,86.25
1274,regular,2023-03-11,2024-11-17,8,271.41,33.93
1275,premium,2023-01-24,2024-11-13,20,2883.54,144.18
1276,regular,2023-02-07,2023-02-07,1,95.84,95.84
1277,regular,2023-05-01,2024-03-25,6,250.41,41.73
1278,regular,2023-03-10,2024-10-20,8,595.98,74.5
1279,regular,2023-04-12,2024-02-18,4,277.66,69.42
1280,regular,2023-02-19,2024-06-06,3,99.95,33.32
1281,premium,2023-01-20,2024-05-11,15,2271.77,151.45
1282,regular,2023-01-10,2024-10-16,3,78.82,26.27
1283,regular,2023-01-23,2024-11-24,8,408.44,51.06
1284,regular,2023-03-21,2024-09-26,6,323.82,53.97
1285,regular,2023-07-03,2024-09-25,7,450.94,64.42
1286,regular,2023-01-11,2024-10-29,9,578.6,64.29
1287,regular,2023-01-23,2024-06-15,6,504.08,84.01
1288,regular,2023-04-08,2024-09-05,6,315.99,52.66
1289,vip,2023-01-19,2024-11-26,34,19847.5,583.75
1290,premium,2023-01-11,2024-10-08,20,2889.4,144.47
1291,regular,2023-03-04,2024-10-25,5,242.66,48.53
1292,regular,2023-04-15,2024-10-12,5,142.62,28.52
1293,regular,2023-01-17,2024-03-05,5,235.84,47.17
1294,premium,2023-05-03,2024-11-22,23,3352.95,145.78
1295,regular,2023-02-18,2024-11-03,7,279.61,39.94
1296,premium,2023-01-06,2024-11-10,26,4761.65,183.14
1297,regular,2023-02-01,2024-10-07,7,285.18,40.74
1298,premium,2023-02-15,2024-10-10,19,3458.57,182.03
1299,regular,2023-01-19,2024-11-25,3,201.47,67.16
1300,regular,2023-02-02,2024-11-06,6,364.24,60.71
1301,regular,2023-02-22,2024-07-10,5,295.22,59.04
1302,premium,2023-02-13,2024-11-07,23,3944.27,171.49
1303,regular,2023-01-02,2024-04-16,7,381.35,54.48
1304,premium,2023-01-15,2024-11-25,21,3469.24,165.2
1305,regular,2023-02-13,2024-11-03,8,314.32,39.29
1306,premium,2023-01-02,2024-11-14,15,2007.18,133.81
1307,regular,2023-08-11,2024-05-15,3,90.7,30.23
1308,regular,2023-02-11,2024-05-05,6,417.7,69.62
1309,regular,2023-07-17,2024-11-12,9,290.18,32.24
1310,regular,2023-03-13,2024-05-21,7,196.78,28.11
1311,regular,2023-01-19,2024-09-23,8,480.04,60.0
1312,vip,2023-01-10,2024-11-07,47,22326.19,475.03
1313,regular,2023-02-17,2024-08-09,5,370.47,74.09
1314,regular,2023-03-02,2024-11-23,6,430.61,71.77
1315,regular,2023-09-27,2024-06-20,6,320.51,53.42
1316,regular,2023-12-26,2024-07-19,2,35.51,17.76
1317,regular,2023-06-05,2024-11-19,7,385.7,55.1
1318,regular,2023-09-05,2024-08-08,6,205.75,34.29
1319,premium,2023-04-12,2024-08-26,23,2907.43,126.41
1320,regular,2023-03-22,2024-11-13,5,289.34,57.87
1321,regular,2023-04-11,2024-03-27,6,231.02,38.5
1322,regular,2023-07-08,2024-11-13,7,509.6,72.8
1323,regular,2023-01-12,2024-11-05,8,458.26,57.28
1324,regular,2023-04-27,2024-10-02,8,227.34,28.42
1325,regular,2023-05-25,2024-08-22,7,284.54,40.65
1326,regular,2023-01-21,2024-06-06,6,207.05,34.51
1327,regular,2023-04-01,2024-07-04,6,360.35,60.06
1328,regular,2023-01-24,2024-07-27,6,313.62,52.27
1329,regular,2023-07-27,2024-08-06,5,195.36,39.07
1330,regular,2023-04-11,2024-08-11,12,810.85,67.57
1331,regular,2023-08-29,2024-11-10,7,207.46,29.64
1332,regular,2023-05-16,2024-04-05,4,222.35,55.59
1333,regular,2023-05-13,2024-08-22,4,217.63,54.41
1334,regular,2023-03-06,2024-11-23,8,554.34,69.29
1335,regular,2024-03-02,2024-09-07,3,106.96,35.65
1336,regular,2023-02-05,2023-08-25,2,94.55,47.27
1337,regular,2023-03-17,2023-12-07,6,174.71,29.12
1338,premium,2023-01-11,2024-11-13,21,3820.19,181.91
1339,regular,2023-01-22,2024-08-15,7,491.23,70.18
1340,premium,2023-02-20,2024-11-05,19,2411.47,126.92
1341,premium,2023-01-06,2024-11-07,26,6113.69,235.14
1342,premium,2023-05-18,2024-09-29,20,3499.86,174.99
1343,premium,2023-02-14,2024-11-20,25,3015.32,120.61
1344,regular,2023-03-19,2024-03-22,5,268.63,53.73
1345,premium,2023-02-03,2024-11-24,14,1574.34,112.45
1346,regular,2023-04-10,2024-10-29,8,383.3,47.91
1347,regular,2023-03-09,2024-09-07,8,373.5,46.69
1348,regular,2023-06-02,2024-02-13,5,136.73,27.35
1349,premium,2023-01-02,2024-11-15,22,4833.04,219.68
1350,regular,2023-04-15,2024-09-03,12,415.58,34.63
1351,regular,2023-06-17,2024-09-28,6,215.97,36.0
1352,regular,2023-01-27,2023-08-08,3,171.85,57.28
1353,regular,2023-02-16,2024-11-12,6,432.56,72.09
1354,regular,2024-10-30,2024-10-30,1,55.27,55.27
1355,regular,2023-03-13,2024-08-18,5,257.88,51.58
1356,regular,2023-01-27,2024-09-25,9,633.57,70.4
1357,premium,2023-01-20,2024-10-29,16,1799.73,112.48
1358,regular,2023-06-13,2024-07-23,7,330.42,47.2
1359,regular,2023-08-11,2024-07-28,5,357.79,71.56
1360,premium,2023-01-25,2024-09-24,17,2281.12,134.18
1361,regular,2023-04-16,2024-11-11,6,309.93,51.66
1362,regular,2023-03-17,2024-06-05,5,242.06,48.41
1363,regular,2023-02-05,2023-05-28,5,326.51,65.3
1364,regular,2023-02-01,2024-10-11,10,479.84,47.98
1365,regular,2023-04-19,2024-11-18,7,279.05,39.86
1366,regular,2023-01-27,2024-11-13,6,244.64,40.77
1367,regular,2023-05-23,2024-11-26,10,322.93,32.29
1368,regular,2024-02-09,2024-03-05,3,137.65,45.88
1369,regular,2023-01-22,2023-08-28,5,175.91,35.18
1370,regular,2023-07-09,2024-02-07,3,187.77,62.59
1371,regular,2023-05-27,2024-08-08,6,219.58,36.6
1372,regular,2023-01-10,2024-11-04,7,455.03,65.0
1373,premium,2023-01-08,2024-10-30,15,2199.26,146.62
1374,regular,2023-07-14,2024-08-17,11,399.1,36.28
1375,regular,2023-02-23,2024-08-26,8,622.84,77.86
1376,premium,2023-01-02,2024-07-10,20,1732.39,86.62
1377,vip,2023-01-26,2024-11-25,34,11540.19,339.42
1378,regular,2023-05-15,2023-11-15,2,89.75,44.88
1379,regular,2023-01-20,2024-09-17,9,529.09,58.79
1380,regular,2023-05-11,2024-05-29,8,346.55,43.32
1381,regular,2023-02-18,2024-11-08,8,536.66,67.08
1382,regular,2023-05-26,2024-11-20,10,445.37,44.54
1383,regular,2023-01-09,2024-10-22,11,311.58,28.33
1384,regular,2023-01-06,2024-02-22,7,290.87,41.55
1385,regular,2023-06-27,2023-06-27,1,57.21,57.21
1386,regular,2023-05-27,2024-09-20,6,220.05,36.67
