customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_segment,is_high_value,segment_category
555,82,9,403.39,2,4,3,243,1,At Risk
556,121,4,216.13,2,1,2,212,0,Lost
557,116,6,418.25,2,2,3,223,1,Lost
558,129,8,474.57,2,3,4,234,1,At Risk
559,58,4,126.38,3,1,1,311,0,Others
560,235,2,146.81,1,1,1,111,0,Lost
561,32,30,13031.29,4,5,5,455,1,Champions
562,138,5,136.88,2,2,1,221,0,Lost
563,51,18,2832.26,3,4,5,345,1,Potential Loyalists
564,17,9,369.31,4,4,3,443,0,Loyal Customers
565,1,22,3987.81,5,5,5,555,1,Champions
566,45,7,451.25,3,3,3,333,1,Others
567,25,8,188.43,4,3,1,431,0,Loyal Customers
568,26,22,3290.91,4,5,5,455,1,Champions
569,35,18,1473.84,4,4,4,444,1,Champions
570,42,6,202.73,3,2,2,322,0,Others
571,114,18,1532.6,2,4,4,244,1,At Risk
572,5,18,2306.36,5,4,4,544,1,Champions
573,187,4,146.51,1,1,1,111,0,Lost
574,159,7,269.45,1,3,2,132,0,At Risk
575,571,2,138.11,1,1,1,111,0,Lost
576,300,7,285.37,1,3,2,132,0,At Risk
577,51,4,287.7,3,1,2,312,0,Others
578,655,1,79.17,1,1,1,111,0,Lost
579,31,37,22522.3,4,5,5,455,1,Champions
580,17,16,2705.75,4,4,5,445,1,Champions
581,107,4,192.26,2,1,1,211,0,Lost
582,225,4,333.96,1,1,3,113,0,Lost
583,15,18,2065.83,5,4,4,544,1,Champions
584,34,34,21074.16,4,5,5,455,1,Champions
585,14,42,24748.18,5,5,5,555,1,Champions
586,21,6,251.43,4,2,2,422,0,New Customers
587,14,21,3266.58,5,5,5,555,1,Champions
588,78,5,455.62,2,2,3,223,1,Lost
589,5,45,28539.99,5,5,5,555,1,Champions
590,302,6,429.17,1,2,3,123,1,Lost
591,210,5,205.6,1,2,2,122,0,Lost
592,21,22,3343.04,4,5,5,455,1,Champions
593,101,6,143.78,2,2,1,221,0,Lost
594,16,19,2204.98,5,5,4,554,1,Champions
595,75,4,170.4,3,1,1,311,0,Others
596,30,14,2085.43,4,4,4,444,1,Champions
597,298,4,234.03,1,1,2,112,0,Lost
598,2,5,370.39,5,2,3,523,0,New Customers
599,1,6,370.0,5,2,3,523,0,New Customers
600,52,19,2888.78,3,5,5,355,1,Potential Loyalists
601,290,5,163.74,1,2,1,121,0,Lost
602,51,15,3009.52,3,4,5,345,1,Potential Loyalists
603,18,6,103.21,4,2,1,421,0,New Customers
604,82,5,234.27,2,2,2,222,0,Lost
605,186,2,31.24,1,1,1,111,0,Lost
606,328,6,295.87,1,2,2,122,0,Lost
607,17,8,609.36,4,3,4,434,1,Loyal Customers
608,272,5,214.48,1,2,2,122,0,Lost
609,241,5,207.52,1,2,2,122,0,Lost
610,5,19,1717.4,5,5,4,554,1,Champions
611,18,6,334.33,4,2,3,423,0,New Customers
612,58,7,244.4,3,3,2,332,0,Others
613,230,6,213.35,1,2,2,122,0,Lost
614,29,8,621.99,4,3,4,434,1,Loyal Customers
615,12,7,359.23,5,3,3,533,0,Loyal Customers
616,67,6,175.75,3,2,1,321,0,Others
617,36,5,197.01,4,2,1,421,0,New Customers
618,37,22,4114.77,4,5,5,455,1,Champions
619,170,5,223.13,1,2,2,122,0,Lost
620,169,6,160.59,1,2,1,121,0,Lost
621,76,5,317.33,2,2,3,223,0,Lost
622,7,45,14088.05,5,5,5,555,1,Champions
623,23,8,419.72,4,3,3,433,1,Loyal Customers
624,12,19,2221.39,5,5,4,554,1,Champions
625,22,17,2893.4,4,4,5,445,1,Champions
626,19,25,3982.02,4,5,5,455,1,Champions
627,133,7,489.95,2,3,4,234,1,At Risk
628,23,20,3047.37,4,5,5,455,1,Champions
629,93,7,543.53,2,3,4,234,1,At Risk
630,28,23,4473.94,4,5,5,455,1,Champions
631,33,4,187.95,4,1,1,411,0,New Customers
632,10,5,242.3,5,2,2,522,0,New Customers
633,6,35,22164.01,5,5,5,555,1,Champions
634,78,7,416.66,2,3,3,233,1,At Risk
635,149,3,136.19,1,1,1,111,0,Lost
636,44,5,139.7,3,2,1,321,0,Others
637,98,12,824.07,2,4,4,244,1,At Risk
638,200,4,323.88,1,1,3,113,0,Lost
639,137,5,249.21,2,2,2,222,0,Lost
640,71,9,532.2,3,4,4,344,1,Potential Loyalists
641,19,7,525.97,4,3,4,434,1,Loyal Customers
642,373,3,227.9,1,1,2,112,0,Lost
643,41,17,2014.22,3,4,4,344,1,Potential Loyalists
644,199,6,187.77,1,2,1,121,0,Lost
645,87,17,2563.45,2,4,4,244,1,At Risk
646,263,8,510.74,1,3,4,134,1,At Risk
647,110,5,234.53,2,2,2,222,0,Lost
648,127,7,463.83,2,3,3,233,1,At Risk
649,21,8,296.17,4,3,2,432,0,Loyal Customers
650,29,7,416.31,4,3,3,433,1,Loyal Customers
651,66,16,2864.44,3,4,5,345,1,Potential Loyalists
652,93,7,205.85,2,3,2,232,0,At Risk
653,37,22,3288.23,4,5,5,455,1,Champions
654,234,4,152.53,1,1,1,111,0,Lost
655,90,5,358.02,2,2,3,223,0,Lost
656,9,3,181.64,5,1,1,511,0,New Customers
657,32,10,805.13,4,4,4,444,1,Champions
658,84,8,234.95,2,3,2,232,0,At Risk
659,13,5,173.97,5,2,1,521,0,New Customers
660,37,5,227.1,4,2,2,422,0,New Customers
661,132,5,259.39,2,2,2,222,0,Lost
662,66,10,341.43,3,4,3,343,0,Others
663,16,20,3299.24,5,5,5,555,1,Champions
664,68,5,380.33,3,2,3,323,1,Others
665,183,7,427.39,1,3,3,133,1,At Risk
666,203,3,84.24,1,1,1,111,0,Lost
667,84,6,277.32,2,2,2,222,0,Lost
668,44,9,655.29,3,4,4,344,1,Potential Loyalists
669,132,4,124.71,2,1,1,211,0,Lost
670,169,6,263.67,1,2,2,122,0,Lost
671,19,6,438.44,4,2,3,423,1,New Customers
672,60,36,16209.03,3,5,5,355,1,Potential Loyalists
673,132,6,322.85,2,2,3,223,0,Lost
674,13,18,2540.05,5,4,4,544,1,Champions
675,54,6,315.72,3,2,3,323,0,Others
676,116,5,203.21,2,2,2,222,0,Lost
677,40,6,361.18,4,2,3,423,0,New Customers
678,25,5,352.08,4,2,3,423,0,New Customers
679,32,34,14977.3,4,5,5,455,1,Champions
680,55,24,2804.45,3,5,5,355,1,Potential Loyalists
681,344,2,101.78,1,1,1,111,0,Lost
682,33,8,209.39,4,3,2,432,0,Loyal Customers
683,26,10,283.75,4,4,2,442,0,Loyal Customers
684,129,3,90.64,2,1,1,211,0,Lost
685,56,7,367.21,3,3,3,333,0,Others
686,292,4,111.11,1,1,1,111,0,Lost
687,107,4,234.03,2,1,2,212,0,Lost
688,87,4,42.7,2,1,1,211,0,Lost
689,66,7,244.72,3,3,2,332,0,Others
690,81,3,266.03,2,1,2,212,0,Lost
691,117,7,382.27,2,3,3,233,1,At Risk
692,37,18,1365.72,4,4,4,444,1,Champions
693,17,12,406.72,4,4,3,443,1,Loyal Customers
694,1,15,1667.57,5,4,4,544,1,Champions
695,58,8,437.1,3,3,3,333,1,Others
696,117,9,264.62,2,4,2,242,0,At Risk
697,51,10,419.11,3,4,3,343,1,Others
698,7,24,4384.05,5,5,5,555,1,Champions
699,25,5,195.09,4,2,1,421,0,New Customers
700,216,9,592.14,1,4,4,144,1,At Risk
701,87,7,528.43,2,3,4,234,1,At Risk
702,22,45,24681.74,4,5,5,455,1,Champions
703,37,7,417.08,4,3,3,433,1,Loyal Customers
704,217,8,346.26,1,3,3,133,0,At Risk
705,145,6,303.15,1,2,2,122,0,Lost
706,49,6,407.56,3,2,3,323,1,Others
707,64,8,366.22,3,3,3,333,0,Others
708,36,8,572.66,4,3,4,434,1,Loyal Customers
709,16,6,362.88,5,2,3,523,0,New Customers
710,75,7,156.12,3,3,1,331,0,Others
711,4,3,167.28,5,1,1,511,0,New Customers
712,146,5,258.74,1,2,2,122,0,Lost
713,150,10,610.49,1,4,4,144,1,At Risk
714,26,7,471.95,4,3,4,434,1,Loyal Customers
715,1,15,1233.8,5,4,4,544,1,Champions
716,7,9,1716.08,5,4,4,544,1,Champions
717,4,15,1543.92,5,4,4,544,1,Champions
718,82,5,263.66,2,2,2,222,0,Lost
719,324,4,159.65,1,1,1,111,0,Lost
720,37,17,2650.59,4,4,4,444,1,Champions
721,4,15,1975.76,5,4,4,544,1,Champions
722,9,37,26332.83,5,5,5,555,1,Champions
723,102,5,133.55,2,2,1,221,0,Lost
724,22,5,314.24,4,2,3,423,0,New Customers
725,30,36,19124.54,4,5,5,455,1,Champions
726,67,6,254.97,3,2,2,322,0,Others
727,26,25,4865.15,4,5,5,455,1,Champions
728,566,2,127.75,1,1,1,111,0,Lost
729,94,4,149.7,2,1,1,211,0,Lost
730,105,5,243.22,2,2,2,222,0,Lost
731,132,18,3154.09,2,4,5,245,1,At Risk
732,73,33,14802.59,3,5,5,355,1,Potential Loyalists
733,351,3,164.39,1,1,1,111,0,Lost
734,45,35,18653.36,3,5,5,355,1,Potential Loyalists
735,2,10,621.91,5,4,4,544,1,Champions
736,22,2,112.17,4,1,1,411,0,New Customers
737,12,20,2970.38,5,5,5,555,1,Champions
738,74,7,449.12,3,3,3,333,1,Others
739,16,23,3992.7,5,5,5,555,1,Champions
740,77,22,3831.82,2,5,5,255,1,At Risk
741,66,18,3122.44,3,4,5,345,1,Potential Loyalists
742,1,5,198.04,5,2,1,521,0,New Customers
743,22,16,2875.38,4,4,5,445,1,Champions
744,35,22,4085.43,4,5,5,455,1,Champions
745,69,31,13115.58,3,5,5,355,1,Potential Loyalists
746,285,3,274.85,1,1,2,112,0,Lost
747,14,33,14568.09,5,5,5,555,1,Champions
748,47,5,203.84,3,2,2,322,0,Others
749,5,6,297.94,5,2,2,522,0,New Customers
750,20,3,56.94,4,1,1,411,0,New Customers
751,76,7,384.05,2,3,3,233,1,At Risk
752,7,41,15185.11,5,5,5,555,1,Champions
753,52,3,131.67,3,1,1,311,0,Others
754,35,17,2037.17,4,4,4,444,1,Champions
755,37,7,315.42,4,3,3,433,0,Loyal Customers
756,29,6,403.26,4,2,3,423,1,New Customers
757,49,5,288.39,3,2,2,322,0,Others
758,44,39,23998.8,3,5,5,355,1,Potential Loyalists
759,89,5,213.88,2,2,2,222,0,Lost
760,21,8,361.49,4,3,3,433,0,Loyal Customers
761,324,5,213.61,1,2,2,122,0,Lost
762,111,12,514.5,2,4,4,244,1,At Risk
763,29,10,318.58,4,4,3,443,0,Loyal Customers
764,94,11,487.43,2,4,4,244,1,At Risk
765,21,18,2471.65,4,4,4,444,1,Champions
766,57,20,3207.04,3,5,5,355,1,Potential Loyalists
767,19,2,135.88,4,1,1,411,0,New Customers
768,80,6,221.93,2,2,2,222,0,Lost
769,183,5,336.33,1,2,3,123,0,Lost
770,77,5,355.74,2,2,3,223,0,Lost
771,225,5,380.02,1,2,3,123,1,Lost
772,33,7,382.53,4,3,3,433,1,Loyal Customers
773,339,4,131.52,1,1,1,111,0,Lost
774,341,6,333.46,1,2,3,123,0,Lost
775,99,7,178.98,2,3,1,231,0,At Risk
776,46,23,3732.65,3,5,5,355,1,Potential Loyalists
777,5,48,21450.98,5,5,5,555,1,Champions
778,134,19,3718.67,2,5,5,255,1,At Risk
779,104,8,468.46,2,3,3,233,1,At Risk
780,29,11,798.47,4,4,4,444,1,Champions
781,191,3,111.89,1,1,1,111,0,Lost
782,128,10,440.38,2,4,3,243,1,At Risk
783,10,10,640.37,5,4,4,544,1,Champions
784,75,17,2552.18,3,4,4,344,1,Potential Loyalists
785,118,4,96.04,2,1,1,211,0,Lost
786,16,3,118.49,5,1,1,511,0,New Customers
787,300,5,216.81,1,2,2,122,0,Lost
788,120,6,214.24,2,2,2,222,0,Lost
789,134,7,498.98,2,3,4,234,1,At Risk
790,249,6,197.6,1,2,1,121,0,Lost
791,10,17,2836.78,5,4,5,545,1,Champions
792,14,23,3627.32,5,5,5,555,1,Champions
793,93,5,223.91,2,2,2,222,0,Lost
794,19,9,563.15,4,4,4,444,1,Champions
795,38,6,293.51,4,2,2,422,0,New Customers
796,101,3,162.19,2,1,1,211,0,Lost
797,77,6,307.75,2,2,2,222,0,Lost
798,354,1,51.19,1,1,1,111,0,Lost
799,84,4,178.73,2,1,1,211,0,Lost
800,163,10,620.61,1,4,4,144,1,At Risk
801,46,18,3142.89,3,4,5,345,1,Potential Loyalists
802,131,4,162.21,2,1,1,211,0,Lost
803,27,6,470.12,4,2,4,424,1,Potential Loyalists
804,11,34,8714.46,5,5,5,555,1,Champions
805,199,6,436.44,1,2,3,123,1,Lost
806,19,7,305.86,4,3,2,432,0,Loyal Customers
807,10,8,132.4,5,3,1,531,0,Loyal Customers
808,135,7,441.48,2,3,3,233,1,At Risk
809,16,6,282.8,5,2,2,522,0,New Customers
810,15,6,163.22,5,2,1,521,0,New Customers
811,340,3,165.14,1,1,1,111,0,Lost
812,261,4,324.64,1,1,3,113,0,Lost
813,2,11,452.43,5,4,3,543,1,Loyal Customers
814,16,20,2195.14,5,5,4,554,1,Champions
815,4,19,3036.95,5,5,5,555,1,Champions
816,463,2,71.99,1,1,1,111,0,Lost
817,7,17,1681.96,5,4,4,544,1,Champions
818,239,3,137.54,1,1,1,111,0,Lost
819,13,17,2325.55,5,4,4,544,1,Champions
820,8,31,17483.45,5,5,5,555,1,Champions
821,80,11,685.06,2,4,4,244,1,At Risk
822,19,5,276.34,4,2,2,422,0,New Customers
823,21,32,4141.01,4,5,5,455,1,Champions
824,105,6,262.68,2,2,2,222,0,Lost
825,89,7,414.69,2,3,3,233,1,At Risk
826,15,19,2641.05,5,5,4,554,1,Champions
827,33,18,3348.44,4,4,5,445,1,Champions
828,113,4,159.83,2,1,1,211,0,Lost
829,221,7,458.48,1,3,3,133,1,At Risk
830,27,8,496.04,4,3,4,434,1,Loyal Customers
831,23,21,2737.98,4,5,5,455,1,Champions
832,95,7,357.48,2,3,3,233,0,At Risk
833,6,30,4261.84,5,5,5,555,1,Champions
834,5,23,3547.31,5,5,5,555,1,Champions
835,64,5,230.53,3,2,2,322,0,Others
836,112,5,186.09,2,2,1,221,0,Lost
837,42,13,661.8,3,4,4,344,1,Potential Loyalists
838,15,21,2211.81,5,5,4,554,1,Champions
839,7,40,28903.52,5,5,5,555,1,Champions
840,21,22,3550.78,4,5,5,455,1,Champions
841,3,39,9328.85,5,5,5,555,1,Champions
842,24,34,14695.15,4,5,5,455,1,Champions
843,94,9,437.5,2,4,3,243,1,At Risk
844,19,7,297.43,4,3,2,432,0,Loyal Customers
845,105,9,333.75,2,4,3,243,0,At Risk
846,16,14,1898.25,5,4,4,544,1,Champions
847,3,38,26442.65,5,5,5,555,1,Champions
848,28,24,3223.14,4,5,5,455,1,Champions
849,32,15,1882.31,4,4,4,444,1,Champions
850,268,8,554.61,1,3,4,134,1,At Risk
851,39,4,287.8,4,1,2,412,0,New Customers
852,349,4,102.48,1,1,1,111,0,Lost
853,25,16,2437.82,4,4,4,444,1,Champions
854,38,6,271.18,4,2,2,422,0,New Customers
855,102,5,201.33,2,2,2,222,0,Lost
856,27,41,21943.72,4,5,5,455,1,Champions
857,106,6,290.62,2,2,2,222,0,Lost
858,12,5,144.72,5,2,1,521,0,New Customers
859,82,13,1934.96,2,4,4,244,1,At Risk
860,92,5,227.95,2,2,2,222,0,Lost
861,56,17,2866.73,3,4,5,345,1,Potential Loyalists
862,46,4,238.92,3,1,2,312,0,Others
863,81,9,312.03,2,4,3,243,0,At Risk
864,42,8,622.74,3,3,4,334,1,Potential Loyalists
865,160,9,612.18,1,4,4,144,1,At Risk
866,18,11,495.1,4,4,4,444,1,Champions
867,99,5,200.32,2,2,2,222,0,Lost
868,276,4,215.11,1,1,2,112,0,Lost
869,5,7,178.1,5,3,1,531,0,Loyal Customers
870,25,11,487.12,4,4,4,444,1,Champions
871,59,8,477.46,3,3,4,334,1,Potential Loyalists
872,574,2,62.59,1,1,1,111,0,Lost
873,306,4,200.05,1,1,2,112,0,Lost
874,31,4,209.97,4,1,2,412,0,New Customers
875,28,24,3234.94,4,5,5,455,1,Champions
876,13,7,505.87,5,3,4,534,1,Loyal Customers
877,16,24,4802.74,5,5,5,555,1,Champions
878,52,18,2833.89,3,4,5,345,1,Potential Loyalists
879,99,8,551.04,2,3,4,234,1,At Risk
880,36,16,2945.09,4,4,5,445,1,Champions
881,1,9,408.82,5,4,3,543,1,Loyal Customers
882,52,6,403.32,3,2,3,323,1,Others
883,1,3,190.37,5,1,1,511,0,New Customers
884,13,35,17759.86,5,5,5,555,1,Champions
885,210,5,352.91,1,2,3,123,0,Lost
886,155,3,114.6,1,1,1,111,0,Lost
887,140,4,181.8,2,1,1,211,0,Lost
888,8,9,409.51,5,4,3,543,1,Loyal Customers
889,200,6,109.98,1,2,1,121,0,Lost
890,242,6,272.73,1,2,2,122,0,Lost
891,30,6,277.43,4,2,2,422,0,New Customers
892,6,6,307.91,5,2,3,523,0,New Customers
893,115,8,396.39,2,3,3,233,1,At Risk
894,7,13,605.52,5,4,4,544,1,Champions
895,26,5,322.3,4,2,3,423,0,New Customers
896,104,21,2510.25,2,5,4,254,1,At Risk
897,68,5,175.95,3,2,1,321,0,Others
898,43,18,2436.97,3,4,4,344,1,Potential Loyalists
899,8,27,3578.96,5,5,5,555,1,Champions
900,111,5,218.21,2,2,2,222,0,Lost
901,240,3,87.28,1,1,1,111,0,Lost
902,21,3,127.41,4,1,1,411,0,New Customers
903,102,6,172.72,2,2,1,221,0,Lost
904,406,2,106.36,1,1,1,111,0,Lost
905,55,5,211.61,3,2,2,322,0,Others
906,309,5,173.84,1,2,1,121,0,Lost
907,88,8,702.63,2,3,4,234,1,At Risk
908,357,2,118.77,1,1,1,111,0,Lost
909,105,7,370.63,2,3,3,233,0,At Risk
910,16,5,261.41,5,2,2,522,0,New Customers
911,22,2,111.82,4,1,1,411,0,New Customers
912,2,19,2584.4,5,5,4,554,1,Champions
913,6,6,441.2,5,2,3,523,1,New Customers
914,7,33,18994.2,5,5,5,555,1,Champions
915,61,8,669.05,3,3,4,334,1,Potential Loyalists
916,42,8,401.64,3,3,3,333,1,Others
917,173,7,358.89,1,3,3,133,0,At Risk
918,2,4,232.72,5,1,2,512,0,New Customers
919,188,4,184.98,1,1,1,111,0,Lost
920,27,19,2315.69,4,5,4,454,1,Champions
921,82,6,401.68,2,2,3,223,1,Lost
922,7,7,465.06,5,3,3,533,1,Loyal Customers
923,6,25,3702.62,5,5,5,555,1,Champions
924,176,7,342.83,1,3,3,133,0,At Risk
925,16,6,308.76,5,2,3,523,0,New Customers
926,33,14,958.25,4,4,4,444,1,Champions
927,146,5,238.27,1,2,2,122,0,Lost
928,6,2,82.42,5,1,1,511,0,New Customers
929,72,6,426.85,3,2,3,323,1,Others
930,6,19,2808.52,5,5,5,555,1,Champions
931,31,20,3414.39,4,5,5,455,1,Champions
932,293,3,115.21,1,1,1,111,0,Lost
933,12,8,216.61,5,3,2,532,0,Loyal Customers
934,15,15,2603.36,5,4,4,544,1,Champions
935,9,3,196.2,5,1,1,511,0,New Customers
936,187,2,78.48,1,1,1,111,0,Lost
937,110,4,313.46,2,1,3,213,0,Lost
938,142,8,197.55,2,3,1,231,0,At Risk
939,37,27,2792.95,4,5,5,455,1,Champions
940,8,8,418.09,5,3,3,533,1,Loyal Customers
941,395,5,363.69,1,2,3,123,0,Lost
942,5,12,632.79,5,4,4,544,1,Champions
943,83,35,16125.11,2,5,5,255,1,At Risk
944,6,20,2875.98,5,5,5,555,1,Champions
945,17,12,928.02,4,4,4,444,1,Champions
946,166,6,223.28,1,2,2,122,0,Lost
947,89,4,43.34,2,1,1,211,0,Lost
948,70,5,253.17,3,2,2,322,0,Others
949,85,4,229.04,2,1,2,212,0,Lost
950,152,6,348.03,1,2,3,123,0,Lost
951,177,6,474.93,1,2,4,124,1,Lost
952,57,6,416.4,3,2,3,323,1,Others
953,225,4,235.59,1,1,2,112,0,Lost
954,157,3,132.99,1,1,1,111,0,Lost
955,18,21,3258.16,4,5,5,455,1,Champions
956,43,9,394.22,3,4,3,343,1,Others
957,80,21,3159.66,2,5,5,255,1,At Risk
958,39,11,1985.78,4,4,4,444,1,Champions
959,38,9,517.39,4,4,4,444,1,Champions
960,92,7,436.54,2,3,3,233,1,At Risk
961,10,26,4968.87,5,5,5,555,1,Champions
962,25,9,600.92,4,4,4,444,1,Champions
963,47,19,2642.72,3,5,4,354,1,Potential Loyalists
964,50,6,262.3,3,2,2,322,0,Others
965,7,15,2093.74,5,4,4,544,1,Champions
966,49,6,226.01,3,2,2,322,0,Others
967,3,10,635.77,5,4,4,544,1,Champions
968,60,22,2150.5,3,5,4,354,1,Potential Loyalists
969,298,4,103.6,1,1,1,111,0,Lost
970,36,6,295.12,4,2,2,422,0,New Customers
971,78,12,603.04,2,4,4,244,1,At Risk
972,143,6,295.18,2,2,2,222,0,Lost
973,228,3,217.28,1,1,2,112,0,Lost
974,9,7,409.21,5,3,3,533,1,Loyal Customers
975,2,22,2179.39,5,5,4,554,1,Champions
976,11,5,291.67,5,2,2,522,0,New Customers
977,64,18,3064.05,3,4,5,345,1,Potential Loyalists
978,52,5,313.47,3,2,3,323,0,Others
979,54,8,237.22,3,3,2,332,0,Others
980,327,3,94.96,1,1,1,111,0,Lost
981,53,5,366.84,3,2,3,323,0,Others
982,30,9,431.99,4,4,3,443,1,Loyal Customers
983,181,8,433.57,1,3,3,133,1,At Risk
984,268,2,72.76,1,1,1,111,0,Lost
985,3,18,5008.47,5,4,5,545,1,Champions
986,63,4,202.09,3,1,2,312,0,Others
987,24,7,673.65,4,3,4,434,1,Loyal Customers
988,98,4,165.66,2,1,1,211,0,Lost
989,183,3,128.49,1,1,1,111,0,Lost
990,93,6,294.68,2,2,2,222,0,Lost
991,2,40,18607.85,5,5,5,555,1,Champions
992,70,5,201.0,3,2,2,322,0,Others
993,39,8,520.31,4,3,4,434,1,Loyal Customers
994,41,21,2982.9,3,5,5,355,1,Potential Loyalists
995,89,6,474.14,2,2,4,224,1,Lost
996,243,5,215.64,1,2,2,122,0,Lost
997,31,7,399.87,4,3,3,433,1,Loyal Customers
998,91,5,331.76,2,2,3,223,0,Lost
999,48,16,2744.98,3,4,5,345,1,Potential Loyalists
1000,109,9,617.65,2,4,4,244,1,At Risk
1001,100,5,276.23,2,2,2,222,0,Lost
1002,137,6,172.72,2,2,1,221,0,Lost
1003,70,10,505.71,3,4,4,344,1,Potential Loyalists
1004,12,14,1063.62,5,4,4,544,1,Champions
1005,252,4,100.26,1,1,1,111,0,Lost
1006,27,22,2933.02,4,5,5,455,1,Champions
1007,8,4,271.81,5,1,2,512,0,New Customers
1008,51,15,2595.43,3,4,4,344,1,Potential Loyalists
1009,50,7,396.85,3,3,3,333,1,Others
1010,26,20,3231.5,4,5,5,455,1,Champions
1011,110,4,284.63,2,1,2,212,0,Lost
1012,184,5,302.65,1,2,2,122,0,Lost
1013,46,6,294.9,3,2,2,322,0,Others
1014,146,4,176.9,1,1,1,111,0,Lost
1015,96,6,534.53,2,2,4,224,1,Lost
1016,14,10,1218.31,5,4,4,544,1,Champions
1017,203,2,52.45,1,1,1,111,0,Lost
1018,24,17,3187.07,4,4,5,445,1,Champions
1019,251,4,331.9,1,1,3,113,0,Lost
1020,39,8,464.66,4,3,3,433,1,Loyal Customers
1021,71,13,2777.17,3,4,5,345,1,Potential Loyalists
1022,147,4,186.02,1,1,1,111,0,Lost
1023,21,7,396.22,4,3,3,433,1,Loyal Customers
1024,61,7,479.97,3,3,4,334,1,Potential Loyalists
1025,222,5,222.14,1,2,2,122,0,Lost
1026,54,19,2471.47,3,5,4,354,1,Potential Loyalists
1027,98,4,224.25,2,1,2,212,0,Lost
1028,14,8,640.04,5,3,4,534,1,Loyal Customers
1029,1,19,1306.4,5,5,4,554,1,Champions
1030,135,6,162.04,2,2,1,221,0,Lost
1031,53,6,205.15,3,2,2,322,0,Others
1032,224,4,182.22,1,1,1,111,0,Lost
1033,46,6,226.44,3,2,2,322,0,Others
1034,94,11,648.15,2,4,4,244,1,At Risk
1035,67,25,1605.8,3,5,4,354,1,Potential Loyalists
1036,6,5,227.33,5,2,2,522,0,New Customers
1037,27,42,11454.43,4,5,5,455,1,Champions
1038,84,6,368.79,2,2,3,223,0,Lost
1039,132,3,202.22,2,1,2,212,0,Lost
1040,5,4,141.41,5,1,1,511,0,New Customers
1041,5,19,2943.15,5,5,5,555,1,Champions
1042,361,5,133.54,1,2,1,121,0,Lost
1043,47,4,119.0,3,1,1,311,0,Others
1044,21,19,4118.45,4,5,5,455,1,Champions
1045,16,13,2070.71,5,4,4,544,1,Champions
1046,37,36,21517.84,4,5,5,455,1,Champions
1047,57,5,171.94,3,2,1,321,0,Others
1048,103,19,3153.85,2,5,5,255,1,At Risk
1049,27,26,3391.37,4,5,5,455,1,Champions
1050,9,3,141.82,5,1,1,511,0,New Customers
1051,84,8,341.24,2,3,3,233,0,At Risk
1052,93,6,323.99,2,2,3,223,0,Lost
1053,17,7,263.71,4,3,2,432,0,Loyal Customers
1054,51,5,357.92,3,2,3,323,0,Others
1055,4,19,2803.26,5,5,5,555,1,Champions
1056,6,22,1210.25,5,5,4,554,1,Champions
1057,134,5,249.84,2,2,2,222,0,Lost
1058,201,7,481.62,1,3,4,134,1,At Risk
1059,34,9,507.34,4,4,4,444,1,Champions
1060,231,3,121.71,1,1,1,111,0,Lost
1061,68,6,207.02,3,2,2,322,0,Others
1062,29,5,330.57,4,2,3,423,0,New Customers
1063,56,21,2662.99,3,5,5,355,1,Potential Loyalists
1064,22,5,175.49,4,2,1,421,0,New Customers
1065,66,4,286.13,3,1,2,312,0,Others
1066,100,18,2443.54,2,4,4,244,1,At Risk
1067,8,22,3605.57,5,5,5,555,1,Champions
1068,158,5,470.47,1,2,4,124,1,Lost
1069,52,7,167.67,3,3,1,331,0,Others
1070,57,13,1960.49,3,4,4,344,1,Potential Loyalists
1071,21,18,1768.92,4,4,4,444,1,Champions
1072,28,15,2648.21,4,4,4,444,1,Champions
1073,34,37,17435.03,4,5,5,455,1,Champions
1074,30,12,484.52,4,4,4,444,1,Champions
1075,184,8,341.82,1,3,3,133,0,At Risk
1076,44,16,2966.88,3,4,5,345,1,Potential Loyalists
1077,130,6,492.63,2,2,4,224,1,Lost
1078,78,3,87.9,2,1,1,211,0,Lost
1079,59,28,5172.73,3,5,5,355,1,Potential Loyalists
1080,28,7,409.46,4,3,3,433,1,Loyal Customers
1081,44,16,2873.54,3,4,5,345,1,Potential Loyalists
1082,104,4,189.75,2,1,1,211,0,Lost
1083,71,7,321.67,3,3,3,333,0,Others
1084,52,20,2194.07,3,5,4,354,1,Potential Loyalists
1085,258,3,183.01,1,1,1,111,0,Lost
1086,281,7,336.44,1,3,3,133,0,At Risk
1087,58,7,156.01,3,3,1,331,0,Others
1088,43,4,213.68,3,1,2,312,0,Others
1089,4,22,2424.84,5,5,4,554,1,Champions
1090,184,7,306.89,1,3,2,132,0,At Risk
1091,10,15,1971.68,5,4,4,544,1,Champions
1092,20,8,495.43,4,3,4,434,1,Loyal Customers
1093,20,44,26030.43,4,5,5,455,1,Champions
1094,210,5,179.3,1,2,1,121,0,Lost
1095,254,4,173.5,1,1,1,111,0,Lost
1096,61,23,4385.96,3,5,5,355,1,Potential Loyalists
1097,4,20,2968.06,5,5,5,555,1,Champions
1098,57,6,440.68,3,2,3,323,1,Others
1099,158,4,211.12,1,1,2,112,0,Lost
1100,66,6,402.71,3,2,3,323,1,Others
1101,43,3,171.0,3,1,1,311,0,Others
1102,11,17,3652.55,5,4,5,545,1,Champions
1103,96,5,163.75,2,2,1,221,0,Lost
1104,178,5,348.7,1,2,3,123,0,Lost
1105,60,8,267.78,3,3,2,332,0,Others
